year,Brand,Car_Price,Location,Mileage,Type
2017,رينو داستر 2017,"EGP 550,000","Hadayek al-Kobba, Cairo•",240000 km,Benzine
2020,Audi Q3 2020 S Line,"EGP 1,900,000","1st Settlement, New Cairo•",115000 km,Benzine
2022,مرسيدس بنز سي 180 2022,"EGP 2,700,000","Heliopolis, Cairo•",27000 km,Benzine
2017,كيا سبورتاج 2017 تربو بصمة بانوراما شنطة وكراسي كهربا اعلي فئة موجودة,"EGP 1,350,000","Shirbin, Dakahlia•",149000 km,Benzine
2023,Chevrolet Optra 2023,"EGP 675,000","Dokki, Giza•",28000 km,Benzine
2020,رينو ميجان 2020 أعلى فئه صيانه توكيل عداد ستون الف فابريكة بالكامل,"EGP 925,000","Zezenia, Alexandria•",60000 km,Benzine
1997,عربيه دايو لانوس مانيوال موديل 1998دواخل فابريكا رشه بره  جنوط اسبور فرش جلد حديث  كاسيت aux و usb تكييف ثلاجه طقم كاوتش بريدجيستون  عربيه بحاله ممتازه لا تحتاج إلي مصروف  رخصه ساريه لشهر 4,"EGP 185,000","Abasiya, Cairo•",40000 km,Benzine
2011,Daihatsu Terios 2011,"EGP 530,000","Shorouk City, Cairo•",230000 km,Benzine
2025,فولكسفاغن تيجوان 2025,"EGP 2,560,000","Nasr City, Cairo•",New,Benzine
2023,BMW 520 2023 ADVANTAGE,"EGP 3,850,000","New Giza Compound, 6th of October•",18000 km,Benzine
2020,مرسيدس بنز جى إل سى 250 2020  GLC 200 COUPE  AMG,"EGP 3,750,000","New Cairo, Cairo•",56000 km,Hybrid
2008,هيونداي ماتريكس 2008 Hyundai Matrix 2008,"EGP 420,000","New Cairo, Cairo•",141000 km,Benzine
1975,فيات 128 1975,"EGP 30,000","Haram, Giza•",1 km,Benzine
2017,Nissan Qashqai 2017 نيسان قشقاي هاي لاين  فابريكه بمقدم ٢٠٠،٠٠٠,"EGP 725,000","Heliopolis, Cairo•",110000 km,Benzine
2023,Toyota Yaris 2023 YX خليجي وارد السعودية,"EGP 1,030,000","Al Burouj, Shorouk City•",8000 km,Benzine
2010,شيفروليه لانوس 2010,"EGP 255,000","Sheikh Zayed, Giza•",80 km,Benzine
2008,شيفروليه اوبترا 2008,"EGP 380,000","Basateen, Cairo•",192000 km,Benzine
2009,نيسان صني 2009,"EGP 475,000","5th Settlement, New Cairo•",153000 km,Benzine
2013,بي ام دبليو إكس 3 2013 BMW X3 2013,"EGP 1,250,000","New Cairo, Cairo•",210000 km,Benzine
2016,Renault Logan 2016,"EGP 350,000","6th of October, Giza•",391000 km,Benzine
2025,Jac S2 Smart 2025,"EGP 770,000","Nasr City, Cairo•",New,Benzine
2025,سكودا أوكتافيا 2025 SKODA OCTAVIA,"EGP 2,050,000","New Cairo, Cairo•",New,Benzine
2023,Mercedes GLC 200 2023 SUV,"EGP 4,000,000","New Cairo, Cairo•",9000 km,Benzine
2024,شانجان CS55 PLUS بأقل مقدم و أطول فترة سداد مع ابوحته مصر,"EGP 1,300,000","Heliopolis, Cairo•",New,Benzine
2025,Toyota Corolla 2025,"EGP 1,655,000","Nasr City, Cairo•",New,Benzine
2013,Mitsubishi Lancer 2013 shark,"EGP 550,000","Nasr City, Cairo•",173000 km,Benzine
2018,كيا بيكانتو 2018 يمكن دفع 70000مقدم وقسط لمدة 7سنوات,"EGP 690,000","Damietta City, Damietta•",88000 km,Benzine
2020,بيجو 5008 2020 Peugeot 5008 Allure Plus,"EGP 1,290,000","Heliopolis, Cairo•",113000 km,Benzine
2013,بى واى دى اف 3 2013,"EGP 320,000","Maadi, Cairo•",225000 km,Benzine
2025,كوبرا تيرامار 2025,"EGP 2,400,000","10th District, Nasr City•",New,Benzine
2010,Toyota Land Cruiser 2010,"EGP 3,500,000","5th Settlement, New Cairo•",501000 km,Benzine
2023,Mercedes C180 AMG,"EGP 3,200,000","New Cairo, Cairo•",19500 km,Benzine
2025,سكودا كودياك سبورت لاين 2025,"EGP 2,950,000","New Cairo, Cairo•",New,Hybrid
1999,Renault Optima 1999,"EGP 120,000","Moharam Bik, Alexandria•",111111 km,Benzine
2012,فولكس فاجن جيتا 2012,"EGP 780,000","Mahalla al-Kobra, Gharbia•",250000 km,Benzine
2017,ميتسوبيشي لانسر 2017 Mitsubishi Lancer 2017,"EGP 695,000","New Cairo, Cairo•",135000 km,Benzine
2018,رينو داستر 2018 اتوماتيك صيانه توكيل فابريكة بالكامل,"EGP 665,000","Laurent, Alexandria•",100000 km,Benzine
2025,سكودا كودياك 2025 سبورت لاين,"EGP 3,150,000","Banha, Qalyubia•",New,Benzine
1993,هيونداي إلينترا 1993,"EGP 110,000","Fateh, Asyut•",100 km,Benzine
2026,Chery Tiggo 4 2026,"EGP 920,000","Nasr City, Cairo•",New,Benzine
2026,صني 2026 بأقل فايده و أطول فتره سداد,"EGP 725,000","Nasr City, Cairo•",New,Benzine
2024,ارخص سعر في مصرE300 الشكل الجديد الف كيلو اعلي فئه,"EGP 5,500,000","Almazah, Cairo•",New,Hybrid
2025,Mercedes CLA 200 2025 مرسيدس,"EGP 3,300,000","New Cairo, Cairo•",New,Benzine
2023,Land Rover Range Rover Vogue 2023,"EGP 13,950,000","Sidi Abdel Rahman, North Coast•",15669 km,Benzine
1999,تويوتا كورولا 1999,"EGP 300,000","Sidi Beshr, Alexandria•",300000 km,Benzine
2001,اوبل فيكترا 2001,"EGP 290,000","10th of Ramadan, Sharqia•",300000 km,Benzine
2017,بي ام دبليو 520 2017 BMW 520 2017,"EGP 1,700,000","New Cairo, Cairo•",171000 km,Benzine
2004,BMW 318 2004,"EGP 580,000","New Cairo, Cairo•",420000 km,Benzine
1995,Fiat Uno 1995,"EGP 127,000","1st District, 6th of October•",33000 km,Benzine
2009,بريليانس اف ار في 2009,"EGP 295,000","Manfalut, Asyut•",164000 km,Benzine
2006,دايو نوبيرا 2006,"EGP 250,000","Gesr Al Suez, Cairo•",280 km,Benzine
2018,رينو كادجار 2018,"EGP 950,000","New Cairo, Cairo•",62000 km,Benzine
2020,Chevrolet Optra 2020,"EGP 525,000","Madinaty, Cairo•",225000 km,Benzine
2017,نيسان كاشاكى nissan Qashgai,"EGP 730,000","Beverly Hills Compound, Sheikh Zayed•",195000 km,Benzine
2016,ميتسوبيشي لانسر lancer,"EGP 675,000","Beverly Hills Compound, Sheikh Zayed•",187000 km,Benzine
2018,مرسيدس بنز سي 180 Mercedes c180,"EGP 2,100,000","Beverly Hills Compound, Sheikh Zayed•",125000 km,Benzine
2000,Peugeot 405 2000,"EGP 160,000","Stone Residence Compound, Katameya•",287000 km,Benzine
1997,كيا برايد 1997,"EGP 135,000","Banha, Qalyubia•",60000 km,Benzine
2014,بي ام دبليو إكس 3 BMW X 3,"EGP 1,100,000","Beverly Hills Compound, Sheikh Zayed•",190000 km,Benzine
2007,شاهين ٢٠٠٧,"EGP 160,000","Al Hadrah, Alexandria•",130000 km,Benzine
2007,شيفروليه اوبترا 2007 اوتوماتيك بحاله ممتازه جدا,"EGP 435,000","Heliopolis, Cairo•",100000 km,Benzine
2019,Renault Duster 2019,"EGP 710,000","5th Settlement, New Cairo•",232000 km,Benzine
2009,سبيرانزا إيه 516 2009,"EGP 165,000","Sawari, Moharam Bik•",200000 km,Natural Gas
2010,هيونداي نيو أكسنت 2010,"EGP 435,000","1st Settlement, New Cairo•",20000 km,Benzine
2019,Citroen C4 Grand Picasso 2019,"EGP 1,000,000","6th of October, Giza•",103000 km,Benzine
2026,BMW 320 2026 m-sport,"EGP 3,600,000","Heliopolis, Cairo•",New,Benzine
2022,ام جى ام جي 5 2022 2022,"EGP 790,000","Ramses + Ramses Extension, Cairo•",148127 km,Benzine
2022,بى واى دى اف 3 2022,"EGP 495,000","Ramses + Ramses Extension, Cairo•",96909 km,Diesel
2025,مرسيدس بنز جى 63 2025 MERCEDES G63 استوردها الان مع الشاذلي,"EGP 18,000,000","5th Settlement, New Cairo•",New,Benzine
2025,زيكر X 2025 Zeekr,"EGP 2,100,000","New Cairo, Cairo•",New,Electric
2019,Citroen C4 Grand Picasso 2019,"EGP 1,000,000","6th of October, Giza•",103000 km,Benzine
2024,Mercedes-Benz E200 AMG Premuim Plus 2024 مواصفات خاصة بارخص سعر في مصر,"EGP 5,640,000","New Cairo, Cairo•",New,Benzine
2021,رينو 21 2021 اعلي فئة. فبريكة بالكامل. صيانة التوكيل. نقدي وتقسيط,"EGP 840,000","Nasr City, Cairo•",120000 km,Benzine
1997,Daihatsu Charade 1997,"EGP 225,000","Obour City, Cairo•",406000 km,Benzine
2022,كورولا 2022 فئة تانية – عداد 8000 كم  بحالة الزيرو,"EGP 1,250,000","Smoha, Alexandria•",8000 km,Benzine
2020,Skoda Kodiaq 2020,"EGP 1,800,000","Nasr City, Cairo•",72000 km,Benzine
2022,سيتروين سى - إيليزيه سيتروين 2022 Citroën C-Elysee Citroën 2022,"EGP 710,000","New Cairo, Cairo•",150000 km,Benzine
2009,فولكسفاغن بولو 2009,"EGP 400,000","Hadayek Helwan, Cairo•",175000 km,Benzine
2016,Mercedes-Benz E200 2016 AMG,"EGP 2,650,000","Nasr City, Cairo•",140000 km,Benzine
2016,رينو سانديرو ستيب واى 2016,"EGP 525,000","Sheikh Zayed, Giza•",130000 km,Benzine
2005,ميتسوبيشي لانسر 2005,"EGP 425,000","Mit Ghamr, Dakahlia•",150000 km,Benzine
2025,Mercedes-Benz GLA 200 2025,"EGP 3,550,000","5th Settlement, New Cairo•",New,Benzine
2009,بيجو 308 2009,"EGP 460,000","New Cairo, Cairo•",149000 km,Benzine
1977,سياره 131 فابريكه دواخل للبيع,"EGP 40,000","Boulaq Dakrour, Giza•",110000 km,Benzine
2022,Ford Focus 2022,"EGP 930,000","Heliopolis, Cairo•",97000 km,Benzine
2019,Mercedes-Benz C180 2019,"EGP 2,050,000","5th Settlement, New Cairo•",128000 km,Benzine
2022,نيسان جوك 2022,"EGP 1,075,000","Nasr City, Cairo•",59000 km,Benzine
2019,شيرى انفى 2019,"EGP 350,000","Amreya, Alexandria•",130000 km,Benzine
1994,BMW 318 1994,"EGP 335,000","Miami, Alexandria•",240000 km,Benzine
2015,Renault Fluence 2015,"EGP 520,000","New Cairo, Cairo•",143000 km,Benzine
2020,Peugeot 301 2020,"EGP 670,000","Sidi Gaber, Alexandria•",98000 km,Benzine
2023,BMW 218 2023,"EGP 2,350,000","Nasr City, Cairo•",5000 km,Benzine
1997,Kia Pride 1997,"EGP 135,000","1st Settlement, New Cairo•",1 km,Benzine
2007,فيات شاهين 2007,"EGP 210,000","Aswan City, Aswan•",90000 km,Benzine
2025,أودي كيو 7 2025,"EGP 5,150,000","Nasr City, Cairo•",New,Benzine
2025,أودي إيه 3 2025,"EGP 2,300,000","New Cairo, Cairo•",New,Benzine
2010,تيجو ٢٠١٠ مانيول حاله ممتازه,"EGP 300,000","Sadat, Monufia•",210000 km,Benzine
2021,نيسان جوك 2021 Nissan Juke 2021,"EGP 860,000","New Cairo, Cairo•",131000 km,Benzine
1990,Mitsubishi Colt 1990,"EGP 170,000","10th of Ramadan, Sharqia•",1 km,Benzine
2025,سكودا كودياك 2025,"EGP 3,125,000","New Cairo, Cairo•",New,Benzine
2017,بي ام دبليو 320 2017 لاكشيرى,"EGP 1,350,000","Heliopolis, Cairo•",167000 km,Benzine
1975,فولكسفاغن بيتل 1975,"EGP 30,000","Manfalut, Asyut•",200000 km,Benzine
2016,Baic Senova 2016,"EGP 370,000","Mahalla al-Kobra, Gharbia•",263000 km,Benzine
2020,لاند روفر رنج روفر سبورت 2020,"EGP 4,100,000","Zamalek, Cairo•",115 km,Benzine
2016,ميتسوبيشي لانسر 2016,"EGP 765,000","Shorouk City, Cairo•",225000 km,Benzine
2026,بيجو 408 2026,"EGP 2,450,000","Heliopolis, Cairo•",New,Benzine
2006,هيونداي ماتريكس 2006,"EGP 460,000","Al Ibrahimiyyah, Alexandria•",230000 km,Benzine
2005,هوندا سيتى 2005,"EGP 340,000","Gardenia Compound, Nasr City•",290000 km,Benzine
2016,Opel Insignia 2016,"EGP 910,000","Rehab City Compound, New Cairo•",108134 km,Benzine
1998,Mitsubishi Lancer 1998,"EGP 310,000","Shebin al-Koum, Monufia•",200000 km,Benzine
2020,مرسيدس بنز سي 300 2020,"EGP 2,900,000","Hadayek al-Ahram, Giza•",45000 km,Benzine
2003,رينو كليو 2003,"EGP 100,000","Nasr City, Cairo•",80000 km,Benzine
2025,Hyundai Tucson Night 2025 بأقل فايده بنكيه و أطول فتره سداد,"EGP 2,125,000","Nasr City, Cairo•",New,Benzine
2025,Mercedes-Benz GLC 200 2025,"EGP 5,650,000","Nasr City, Cairo•",New,Benzine
2025,Volkswagen Tiguan 2025,"EGP 2,550,000","Nasr City, Cairo•",New,Benzine
2013,شيفروليه لانوس 2013,"EGP 220,000","Shorouk City, Cairo•",402000 km,Benzine
2021,بيجو 508 2021,"EGP 1,200,000","6th of October, Giza•",67000 km,Benzine
2013,رينو لوجان 2013 اوتوماتيك,"EGP 335,000","6th of October, Giza•",300000 km,Benzine
2007,Peugeot 407 2007,"EGP 370,000","Abu Rawash, Giza•",250000 km,Benzine
2013,اسبيرانزا A113 2013,"EGP 215,000","Hadayek October, Giza•",120000 km,Benzine
2016,Nissan Sentra 2016,"EGP 590,000","Heliopolis, Cairo•",118000 km,Benzine
1978,فيات 132 1978,"EGP 78,000","Matareya, Cairo•",1 km,Benzine
2003,مرسيدس بنز اي 240 2003,"EGP 775,000","5th Settlement, New Cairo•",280000 km,Benzine
2014,أوبل كورسا 2014 Opel Corsa 2014,"EGP 440,000","New Cairo, Cairo•",150000 km,Benzine
2019,رينو ميجان 2019 Renault Megane 2019,"EGP 710,000","New Cairo, Cairo•",130000 km,Benzine
2005,نوبيرا ٢ اوتوماتيك موديل ٢٠٠٥,"EGP 300,000","New Cairo, Cairo•",173600 km,Benzine
1983,تويوتا كورونا 1983,"EGP 75,000","Obour City, Cairo•",1 km,Benzine
2025,BMW X1 2025 بحالة الزيرو ٤٠٠٠ كم,"EGP 3,200,000","1st Settlement, New Cairo•",4000 km,Benzine
2017,كيا سبورتاج 2017,"EGP 1,300,000","Zahraa Madinat Nasr, Nasr City•",125000 km,Benzine
2019,BMW 740 2019,"EGP 4,650,000","New Cairo, Cairo•",53000 km,Benzine
1984,فيات ١٢٧,"EGP 50,000","Mahalla al-Kobra, Gharbia•",127000 km,Benzine
2010,Nissan Tiida 2010 High Line,"EGP 480,000","1st Settlement, New Cairo•",195000 km,Benzine
2010,هيونداي فيرنا 2010,"EGP 280,000","Haram, Giza•",240000 km,Benzine
2017,Mercedes-Benz C180 2017,"EGP 2,500,000","Nasr City, Cairo•",45000 km,Benzine
2019,مرسيدس بنز سي 180 2019 Amg Mercedes-Benz فبريكه بالكامل,"EGP 2,250,000","Heliopolis, Cairo•",144000 km,Benzine
2025,سكودا كودياك Skoda Kodiaq  sport line  2025,"EGP 3,300,000","Mansura, Dakahlia•",New,Benzine
2017,Hyundai Tucson 2017,"EGP 1,150,000","1st District, 6th of October•",121000 km,Benzine
2013,بي ام دبليو 520 2013 bmw  فبريكه بالكامل اعلي فئة,"EGP 1,360,000","Heliopolis, Cairo•",190000 km,Benzine
2014,Volkswagen Jetta 2014,"EGP 800,000","Mansura, Dakahlia•",171000 km,Benzine
2008,هيونداي جيتز 2008,"EGP 300,000","Zahraa Al Maadi, Cairo•",250000 km,Benzine
2008,اسبيرانزا A516 2008,"EGP 175,000","Tanta, Gharbia•",165000 km,Benzine
2017,رينو لوجان 2017,"EGP 450,000","1st District, 6th of October•",225000 km,Diesel
2009,سبيرانزا إيه 516 2009,"EGP 230,000","Nasr City, Cairo•",70000 km,Benzine
2020,لوجان ٢٠٢٠ اتوماتيك الفئه الثالثه مثبت سرعه جنوط,"EGP 570,000","Bolkly, Alexandria•",57000 km,Benzine
2022,Geely Okavango 2022,"EGP 1,200,000","Al Motamayez District, 6th of October•",49000 km,Hybrid
2010,كيا سيراتو 2010,"EGP 530,000","Ismailia City, Ismailia•",200000 km,Benzine
2010,شيفرولية كروز 2010 مانيوال,"EGP 400,000","Sheraton, Cairo•",198000 km,Benzine
2002,دايو لانوس 2002,"EGP 275,000","New Nozha, Cairo•",140000 km,Benzine
2019,Chevrolet Aveo 2019,"EGP 497,000","Madinaty, Cairo•",76000 km,Benzine
2024,For sale CLA 200 model 2024 Only 7000 km,"EGP 2,875,000","Sheikh Zayed, Giza•",7000 km,Benzine
2019,Ford Fusion Titanium fully loaded 2019,"EGP 1,350,000","Smoha, Alexandria•",139000 km,Benzine
2025,مرسيدس بنز اي 200 2025 premium plus heavy loaded,"EGP 5,750,000","5th Settlement, New Cairo•",New,Benzine
2014,جيلي امجراند 7 للبيع,"EGP 280,000","Obour City, Cairo•",265000 km,Benzine
2014,نيسان صني 2014,"EGP 525,000","Maadi, Cairo•",99000 km,Benzine
2020,Fiat Tipo 2020,"EGP 590,000","1st Settlement, New Cairo•",190000 km,Benzine
2024,فيات تيبو Fiat Tipo 2024,"EGP 800,000","Dokki, Giza•",New,Benzine
2023,Mercedes-Benz GLA 200 AMG 2023 ارخص سعر في مصر,"EGP 2,900,000","New Cairo, Cairo•",1000 km,Benzine
2024,Mercedes-Benz EQE 500 2024 كهرباء فابريكا بالكامل لم ترخص - زيرو,"EGP 3,750,000","Nasr City, Cairo•",4400 km,Electric
2025,Mercedes E200 AMG Premium Plus 2025,"EGP 5,650,000","5th Settlement, New Cairo•",New,Benzine
2025,مرسيدس بنز جى 63 2025 MERCEDES G63 استوردها الان مع الشاذلي,"EGP 18,000,000","5th Settlement, New Cairo•",New,Benzine
2020,Fiat Tipo 2020,"EGP 590,000","1st Settlement, New Cairo•",190000 km,Benzine
2010,بروتون جين-2 2010,"EGP 420,000","Haram, Giza•",189 km,Benzine
2021,Chevrolet Captiva 2021,"EGP 950,000","5th Settlement, New Cairo•",245000 km,Benzine
2014,ميتسوبيشي لانسر 2014,"EGP 580,000","Dar Misr, Obour City•",155000 km,Benzine
2022,بيچو ٣٠١ موديل ٢٠٢٢,"EGP 590,000","6th of October, Giza•",139000 km,Benzine
1997,هيونداي إكسيل 1997 1997,"EGP 140,000","Heliopolis, Cairo•",380 km,Benzine
2024,شانجان يونى تى 2024,"EGP 1,320,000","Sheikh Zayed, Giza•",19500 km,Benzine
2017,رينو سانديرو ستيب واى 2017,"EGP 550,000","El Maadi, Maadi•",89000 km,Benzine
2006,Kia Picanto 2006,"EGP 350,000","Banha, Qalyubia•",128000 km,Benzine
2007,دايو لانوس 2007,"EGP 235,000","11th District, 6th of October•",1 km,Benzine
2017,Nissan Sunny 2017,"EGP 420,000","Mahalla al-Kobra, Gharbia•",168000 km,Benzine
2017,هيونداي توسان 2017,"EGP 1,100,000","Mansura, Dakahlia•",99000 km,Benzine
2024,هيونداي توسان 2024,"EGP 1,750,000","Kafr al-Dawwar, Beheira•",25000 km,Benzine
2025,mg zs 2025 رخصت ولم تستخدم كاش وتقسيط عداد اصفار,"EGP 999,000","Abu Qir, Alexandria•",New,Benzine
2019,شيفروليه اوبترا 2019 فابريكة بالكامل ماشية 86ألف ك. م بحالة المصنع,"EGP 580,000","Zamalek, Cairo•",86000 km,Benzine
2016,Renault Logan 2016,"EGP 420,000","Qalyub, Qalyubia•",150000 km,Benzine
2005,Jeep Grand Cherokee 2005,"EGP 840,000","Sheraton, Cairo•",191 km,Benzine
2025,توريس kgm torres 2025,"EGP 1,990,000","Heliopolis, Cairo•",New,Benzine
2025,سيات اتيكا Seat Ateca 2025,"EGP 1,749,000","New Cairo, Cairo•",New,Benzine
2025,توريس kgm torres 2025,"EGP 1,700,000","Heliopolis, Cairo•",New,Benzine
1998,بيجو 405 1998,"EGP 155,000","Sayeda Zeinab, Cairo•",300000 km,Benzine
2025,جاك جيه 7 2025 فئة ULTIMATE,"EGP 1,000,000","Maadi, Cairo•",New,Benzine
2013,شيفروليه لانوس 2013,"EGP 290,000","Tura, Cairo•",90000 km,Benzine
2025,سوزوكي بالينو 2025,"EGP 1,010,000","New Heliopolis, Cairo•",New,Benzine
2000,أوبل فيكترا 2000,"EGP 320,000","West El Balad, Hurghada•",312000 km,Benzine
2017,Mazda 3 2017,"EGP 790,000","New Cairo, Cairo•",176 km,Benzine
2025,توريس kgm torres 2025,"EGP 1,700,000","Nasr City, Cairo•",New,Benzine
2009,Kia Carnival 2009,"EGP 700,000","Gamal Abd Al-Nasser Axis, New Cairo•",409000 km,Benzine
2018,رينو سانديرو ستيب واى ٢٠١٨ - Renault Sandero Stepway 2018,"EGP 590,000","New Cairo, Cairo•",135000 km,Benzine
2012,كرايسلر تاون اند كانترى ٢٠١٢ - Chrysler Town and Country 2012,"EGP 1,100,000","New Cairo, Cairo•",219000 km,Benzine
2019,بيجو 3008 2019,"EGP 1,260,000","5th Settlement, New Cairo•",116000 km,Benzine
1999,ميتسوبيشي لانسر كرستالة 1999,"EGP 285,000","Abasiya, Cairo•",250000 km,Benzine
2005,فيات شاهين 2005,"EGP 140,000","El Fardous Compound, 6th of October•",150000 km,Benzine
2025,هافال جوليون 2025 فئة JOLIAN,"EGP 1,210,000","New Cairo, Cairo•",New,Benzine
2025,جي ايه سى ام زووم 2025 فئة R-STYLE,"EGP 1,365,000","New Cairo, Cairo•",New,Benzine
2025,سيات اتيكا 2025  فئة  STYLE PLUS,"EGP 1,725,000","New Cairo, Cairo•",New,Benzine
2000,هيونداي اكسنت 2000,"EGP 155,000","10th of Ramadan, Sharqia•",470000 km,Hybrid
